sequence,education_type,locality,religion,how_often,generation,gender
ewmsc,professional,city,yes,never,1,f
wemsc,higher,city,yes,sev_a_year,0,f
wpmesc,professional,city,yes,sev_a_year,0,m
wpebsc,professional,city,no,never,1,f
swpmceb,higher,city,no,sev_a_year,0,m
swecpbm,higher,city,yes,min_once_a_month,1,m
wsec,higher,city,no,sev_a_year,0,f
mdcew,higher,city,no,never,1,f
pewmcbds,professional,city,yes,min_once_a_month,0,f
swmce,higher,city,yes,sev_a_year,0,m
wemcs,general,city,yes,sev_a_year,1,m
ewmcs,higher,city,no,never,0,f
wpcseb,professional,city,yes,never,1,f
eswpmcbd,professional,city,no,never,0,f
sewcpm,higher,city,yes,sev_a_year,0,f
wemdspc,professional,city,yes,sev_a_year,1,f
ewpmsbdc,professional,city,yes,never,0,m
psbcwe,general,city,yes,min_once_a_month,1,f
spbmewd,higher,city,yes,never,1,f
sewmd,general,city,yes,sev_a_year,0,f
ewsmc,general,city,yes,sev_a_year,0,f
ewmsc,higher,city,no,sev_a_year,1,m
wemcds,general,city,yes,sev_a_year,0,f
pwbesmc,professional,city,yes,min_once_a_month,0,f
pmswce,general,city,yes,once_a_week,0,f
spmewc,higher,city,yes,sev_a_year,0,f
ewpsc,professional,city,yes,sev_a_year,1,f
mewc,professional,city,yes,never,1,f
sewmcdp,higher,city,yes,sev_a_year,0,f
sewmc,higher,city,yes,sev_a_year,1,f
ewmsc,professional,city,yes,never,1,m
ewcspm,professional,city,yes,sev_a_year,1,m
wemscd,professional,city,yes,sev_a_year,1,f
spwmcbde,higher,city,yes,sev_a_year,1,f
mcdewspb,general,city,yes,sev_a_year,0,f
psbwec,higher,city,yes,sev_a_year,1,f
swempdcb,general,city,no,never,0,f
sewmc,higher,city,no,never,0,f
smewdpcb,higher,city,yes,min_once_a_month,1,f
ewspm,higher,city,no,never,0,m
wsepbcm,general,city,yes,sev_a_year,0,f
wspecm,higher,city,yes,sev_a_year,0,f
ews,general,city,no,never,1,m
pswemcbd,higher,city,yes,never,1,m
wsepmcbd,professional,city,yes,never,1,f
sewpmcbd,professional,city,yes,sev_a_year,1,m
wsemcd,professional,city,yes,sev_a_year,1,f
spwemcbd,professional,city,yes,never,1,f
wpsemcbd,general,city,yes,never,1,m
swemc,professional,city,no,never,1,m
wmcse,professional,city,yes,never,0,m
wsmce,higher,city,no,never,0,m
ewmdcs,professional,city,yes,never,1,m
wesc,higher,city,no,never,1,m
wesmc,general,city,yes,never,0,m
eswmc,professional,city,no,never,1,m
wmecsd,professional,village,yes,never,1,m
wsmce,professional,village,yes,never,0,m
mscew,higher,village,yes,never,1,m
sewcm,professional,village,yes,never,0,m
wmesc,general,village,no,never,1,m
wsepmc,professional,village,yes,never,0,m
msecw,general,village,no,never,0,m
swemc,professional,village,no,never,0,m
sewmc,professional,village,no,never,0,m
ew,professional,village,no,never,1,m
ewmsdc,professional,city,no,never,0,f
ewms,professional,city,yes,sev_a_year,0,f
wsepm,higher,city,yes,never,1,m
ewmscd,professional,city,yes,never,0,m
wmscdpe,professional,city,yes,sev_a_year,0,f
ewmsc,professional,city,yes,never,0,m
ewmcds,higher,city,no,never,1,m
sewc,professional,city,yes,never,1,m
ewpsc,professional,city,yes,never,1,f
smewc,professional,city,yes,never,1,f
ewmsc,professional,city,yes,never,1,m
sewmc,professional,city,yes,sev_a_year,0,f
ewsc,professional,city,yes,never,1,m
wmsce,general,city,no,never,0,m
ewmsc,professional,city,yes,never,0,m
wsemc,general,city,yes,never,0,m
wmsced,professional,city,yes,sev_a_year,1,f
ews,professional,city,yes,once_a_week,1,m
wsemcd,higher,city,yes,never,1,f
wemsc,professional,city,yes,sev_a_year,0,f
wmscdpe,professional,city,yes,never,0,m
swmced,higher,city,no,never,0,f
wmsde,higher,city,yes,sev_a_year,0,f
wsmce,professional,city,yes,sev_a_year,0,m
ewsmc,professional,city,yes,never,1,m
swmce,general,city,yes,never,0,m
ewmscd,professional,city,yes,sev_a_year,1,f
smwcdepb,higher,city,yes,sev_a_year,0,f
ewmsc,professional,city,yes,never,1,f
spemcw,higher,city,no,never,1,f
wsemcdpb,professional,city,yes,sev_a_year,0,f
wemsc,professional,city,yes,sev_a_year,1,f
mecwsd,professional,city,yes,never,0,m
ewpsbmc,professional,city,yes,min_once_a_month,1,m
mcews,higher,city,yes,sev_a_year,0,f
wemscdpb,general,city,yes,never,1,f
ewsmc,professional,city,yes,sev_a_year,0,m
wemscp,general,city,no,never,0,f
ewmscdpb,professional,city,yes,sev_a_year,0,m
swmce,higher,city,yes,sev_a_year,1,f
ewmscdp,professional,city,yes,min_once_a_month,1,f
ewmsc,general,city,yes,sev_a_year,0,f
wemsc,general,city,yes,sev_a_year,0,f
swpmcebd,professional,city,yes,min_once_a_month,0,f
sewmcdp,higher,city,yes,min_once_a_month,0,f
ewmsc,professional,city,yes,sev_a_year,1,m
wsmce,general,city,yes,sev_a_year,0,f
sewmcdpb,higher,city,yes,min_once_a_month,0,f
swemcp,general,city,yes,min_once_a_month,0,f
msecw,higher,city,yes,sev_a_year,1,f
ewmcs,professional,city,no,never,1,m
wemsc,general,city,yes,never,0,m
wemsc,general,city,yes,sev_a_year,0,f
ewmcsdpb,general,city,yes,never,0,f
swmec,professional,city,yes,never,1,f
ewmcs,professional,city,yes,sev_a_year,1,m
wmsce,higher,city,yes,never,1,m
swemc,higher,city,yes,never,0,m
swpmec,professional,city,yes,sev_a_year,1,m
psmcew,professional,city,yes,never,1,m
ewmsc,professional,city,yes,sev_a_year,0,f
msewc,professional,city,yes,sev_a_year,1,f
swmce,higher,city,no,never,1,m
ewmsc,professional,city,yes,sev_a_year,1,f
wepmcs,higher,city,yes,never,1,m
mswce,higher,city,yes,never,1,m
sewmc,higher,city,yes,never,0,m
ewms,professional,city,yes,sev_a_year,0,f
ewpscm,professional,city,yes,sev_a_year,0,f
ewmscd,professional,city,yes,sev_a_year,0,f
swemcdp,professional,city,yes,never,0,m
esw,professional,city,yes,never,1,m
smcew,higher,city,yes,never,0,f
sewmc,professional,city,yes,never,1,m
ews,professional,city,yes,never,1,m
sewmc,professional,city,yes,never,0,m
wesc,professional,city,yes,sev_a_year,0,f
ewsmc,professional,city,no,never,0,m
epc,professional,city,yes,never,1,f
sewc,professional,city,yes,sev_a_year,1,f
ewmsc,professional,city,yes,sev_a_year,1,f
cemwsdp,professional,city,yes,never,0,f
ewpsm,professional,city,yes,never,1,m
ewmsc,professional,city,yes,never,1,m
ewmsc,professional,city,yes,sev_a_year,1,f
wmsced,professional,city,yes,sev_a_year,1,f
emswcd,professional,city,yes,never,1,m
ewsm,higher,city,yes,never,1,m
ewmsdp,professional,city,yes,sev_a_year,0,f
sewmcd,professional,city,yes,min_once_a_month,0,f
ewsc,higher,city,yes,sev_a_year,0,f
smcew,higher,city,yes,never,1,f
ewmsdc,professional,city,yes,never,1,m
emswc,professional,city,yes,sev_a_year,1,m
mscewdpb,higher,city,yes,never,0,f
wmces,professional,city,yes,sev_a_year,1,m
ewsmc,professional,city,yes,sev_a_year,0,m
ewcmsp,professional,city,yes,never,0,f
ewpsm,general,city,yes,never,0,m
msewc,higher,city,yes,sev_a_year,1,f
sew,higher,city,yes,sev_a_year,1,f
ewmsc,professional,city,yes,never,1,f
msecw,professional,city,yes,min_once_a_month,0,f
ew,general,city,yes,never,1,m
ewmsd,higher,city,yes,never,1,m
wsmec,higher,city,yes,sev_a_year,0,f
swpmce,general,city,yes,never,1,m
swmec,professional,city,no,never,1,m
wmce,higher,city,yes,never,1,m
ewmsc,professional,city,yes,sev_a_year,0,m
ewmscdp,general,city,yes,never,0,m
ewmsc,professional,city,yes,sev_a_year,1,m
psecw,higher,city,yes,sev_a_year,1,f
ewpsc,professional,city,yes,sev_a_year,1,m
mcews,higher,city,yes,min_once_a_month,0,f
sewpmcb,higher,city,no,never,0,m
smwce,general,city,yes,sev_a_year,1,m
emswcd,professional,city,yes,never,1,m
ew,higher,city,no,never,1,m
wmscdpeb,higher,city,yes,never,1,f
wpcmsbde,professional,city,no,never,1,m
ews,higher,city,no,never,1,f
mscdwep,higher,city,no,never,0,f
wemscd,professional,city,no,never,1,f
ewmcs,professional,city,yes,min_once_a_month,0,f
ewmscd,professional,city,yes,never,1,f
wmsce,professional,city,no,never,1,f
wemsc,general,city,yes,once_a_week,0,f
wmscedpb,professional,city,yes,sev_a_year,0,f
wesc,general,city,yes,sev_a_year,0,f
epwmcs,professional,city,yes,never,1,m
ewspmc,general,city,yes,sev_a_year,0,f
pewmcs,general,city,no,never,1,m
wsmced,professional,city,no,never,0,m
ewmsc,professional,city,yes,sev_a_year,1,m
ewcmsd,professional,city,yes,min_once_a_month,0,f
wpsmce,professional,city,no,never,1,m
scmew,professional,city,yes,never,0,m
ewmsc,professional,city,yes,never,1,m
wespcmbd,professional,city,yes,never,1,m
ewmscdp,general,city,yes,sev_a_year,1,m
ewpmsc,general,city,yes,sev_a_year,1,f
sewmc,professional,city,yes,sev_a_year,1,f
swmce,higher,city,yes,sev_a_year,1,f
wepmsc,professional,city,yes,sev_a_year,1,f
sewcm,higher,city,yes,sev_a_year,0,m
wsmce,higher,city,yes,never,0,f
swemc,higher,city,yes,sev_a_year,0,m
ewpsmc,professional,city,yes,sev_a_year,1,m
wsemc,higher,city,yes,never,1,m
wmsec,higher,city,yes,sev_a_year,1,f
ewmsc,higher,city,yes,sev_a_year,1,f
ewmcs,professional,city,yes,min_once_a_month,0,f
ewpsmc,professional,city,yes,sev_a_year,1,m
pmscewbd,professional,city,yes,sev_a_year,1,f
ewmsc,general,city,yes,min_once_a_month,0,f
ewsp,general,city,yes,sev_a_week,1,m
we,higher,city,yes,sev_a_year,1,f
wsmce,general,city,yes,never,0,m
ewspmcbd,higher,city,yes,sev_a_year,1,f
wpmsecb,professional,city,yes,never,0,f
ewmcsd,professional,city,yes,sev_a_year,1,f
ewcms,general,city,yes,sev_a_year,0,f
msewc,higher,city,yes,sev_a_year,1,f
ewspcm,professional,city,no,never,1,m
ewsmc,professional,city,yes,never,1,f
eswpmcb,higher,city,yes,sev_a_year,0,f
smcew,higher,city,yes,sev_a_year,1,f
spmcwe,professional,city,yes,never,1,f
wsmce,professional,city,yes,never,0,m
ewmcs,higher,city,yes,never,0,f
ewmcs,professional,city,yes,sev_a_year,0,f
ewmcs,professional,city,yes,sev_a_year,0,f
smewcd,higher,city,yes,never,0,f
wsemc,professional,town,no,never,0,m
ewsm,professional,town,no,never,0,f
wesc,professional,town,no,never,0,m
swepc,professional,town,yes,never,0,m
mscew,general,town,yes,never,0,m
wemscp,professional,town,no,never,0,m
sewmdpc,professional,town,yes,never,0,m
wsemc,general,town,no,never,0,m
sewmc,professional,town,yes,never,1,m
ewsmcp,professional,town,yes,never,0,m
espw,professional,town,yes,sev_a_year,1,m
wmesc,higher,town,no,never,1,m
wmces,higher,town,yes,never,0,m
ewsmc,professional,town,yes,sev_a_year,0,m
wmces,higher,town,no,never,0,m
ewmsc,professional,city,yes,never,0,m
ewsmc,professional,city,yes,never,0,f
sewmc,professional,city,yes,never,1,f
ewsmcpb,general,city,yes,never,0,f
smewc,professional,city,no,never,1,f
esmwc,general,city,no,never,1,m
wmecs,higher,city,yes,never,1,f
wsme,professional,city,yes,never,0,f
wsemc,professional,city,no,never,0,m
spbewmcd,professional,city,yes,never,1,f
sewpcmbd,general,city,yes,sev_a_year,1,f
ewpmcs,professional,city,yes,sev_a_year,1,m
wemsc,general,city,no,never,1,m
ewspmb,general,city,yes,never,0,f
ewsmc,general,city,yes,never,0,f
ewsmc,general,city,yes,never,0,f
wmsce,professional,city,yes,never,0,m
spcmew,higher,city,no,never,1,f
sewpcbm,professional,city,no,never,1,m
wepscmbd,general,city,yes,min_once_a_month,0,f
swpecb,general,city,yes,never,0,f
pwcbsme,higher,city,yes,once_a_week,1,m
spewc,professional,city,no,sev_a_year,1,m
smcew,professional,city,yes,never,0,m
smewc,professional,city,yes,sev_a_year,1,f
ewsmc,professional,city,yes,sev_a_year,1,m
wemscdpb,general,city,yes,never,0,f
ewmsc,general,city,no,never,1,f
ews,professional,city,no,never,1,f
wesmc,general,city,yes,never,0,m
swemcd,higher,city,yes,sev_a_year,0,f
swemcpb,general,city,no,never,0,m
swmce,higher,city,no,sev_a_year,1,m
psbew,professional,city,no,never,1,m
sewm,higher,city,yes,min_once_a_month,0,m
wemsc,general,city,yes,sev_a_year,0,f
we,higher,city,yes,sev_a_year,0,f
ewpmcs,general,city,yes,never,0,f
wspcme,professional,city,yes,never,0,m
ewpsmcb,general,city,yes,never,0,f
ewmsdpc,higher,city,yes,sev_a_year,0,f
wmcespb,professional,city,yes,sev_a_year,0,f
swmce,professional,city,yes,sev_a_year,0,f
ewscmdp,professional,city,yes,sev_a_year,0,f
wemcpbs,general,city,yes,min_once_a_month,0,f
ew,higher,city,yes,sev_a_year,1,m
swepb,higher,city,yes,never,1,m
pmcsew,higher,city,yes,never,1,f
psbcew,higher,city,yes,never,1,f
wepsmc,professional,city,yes,sev_a_year,1,f
sewmdpc,professional,city,yes,sev_a_year,1,m
ewsmc,professional,city,yes,sev_a_year,0,f
sewmdpb,professional,city,yes,never,0,f
sewmc,professional,city,no,never,0,f
wpmcsbde,professional,city,yes,never,0,m
swmce,professional,city,yes,once_a_week,0,f
ewcs,general,city,no,never,1,f
wsepcm,professional,city,yes,never,0,m
wcpmesb,professional,city,yes,never,0,f
ewspb,professional,city,yes,never,1,f
sewmcd,professional,city,yes,never,0,f
wemsc,professional,city,no,never,0,f
swepmc,higher,city,no,never,1,m
ewspmcb,general,city,yes,never,0,f
ewspm,professional,city,yes,never,0,m
sewmc,general,city,yes,sev_a_year,1,f
wmsce,higher,city,yes,sev_a_year,0,f
wsmcedp,professional,city,no,never,0,m
eswmc,general,city,yes,never,0,m
ewcpsb,general,city,yes,sev_a_year,0,f
wpbmced,higher,city,no,never,1,f
sewpcm,professional,city,yes,sev_a_year,0,f
pecmsw,professional,city,no,never,1,f
pwecbms,professional,city,yes,never,1,f
ewmsdpc,professional,city,yes,never,1,m
ewmsc,professional,city,yes,never,1,m
wsmce,higher,city,yes,sev_a_year,1,m
wemscd,professional,city,no,never,0,f
smcwde,higher,city,yes,never,1,f
smewc,higher,city,yes,sev_a_year,0,m
sewmcdpb,professional,city,yes,sev_a_year,1,f
sewc,higher,city,yes,never,1,f
ews,professional,city,no,never,1,f
smwcde,higher,city,no,never,1,f
eswmc,higher,city,no,never,0,f
ewmcs,higher,city,yes,sev_a_year,1,m
sewmcpd,professional,city,yes,never,0,f
smwce,higher,city,yes,sev_a_year,1,m
sewmcd,higher,city,yes,sev_a_year,1,f
wmsce,higher,city,yes,never,1,f
ewmsc,general,city,no,never,1,f
wsemcpd,professional,city,yes,sev_a_year,1,f
wpmsce,higher,city,yes,sev_a_year,1,m
swemc,professional,city,yes,never,1,f
wemsc,professional,city,yes,never,1,m
pewscmbd,general,city,no,never,1,f
wspmcebd,general,city,yes,never,0,f
mscdew,professional,city,yes,sev_a_year,1,f
swpmce,professional,city,no,never,1,m
sewpmc,professional,city,yes,never,1,m
smewcd,higher,city,no,never,1,m
wspmcebd,professional,city,yes,never,0,f
sewpbmc,general,city,yes,sev_a_year,1,m
swmce,higher,city,yes,sev_a_year,0,f
swep,professional,city,yes,never,1,m
sewpm,professional,city,yes,never,1,f
wmsce,professional,city,yes,sev_a_year,0,f
wpmsce,general,city,yes,sev_a_year,1,m
wsepmc,higher,city,yes,sev_a_year,1,f
wecs,higher,city,yes,never,1,f
swmce,higher,city,yes,never,0,f
wespcmbd,professional,city,no,never,0,m
swec,higher,city,yes,never,0,f
sewpmc,professional,city,yes,never,1,f
wsemc,professional,city,no,never,1,m
spwebc,professional,city,yes,sev_a_year,1,f
sewpcmb,professional,city,no,never,1,f
spcmwebd,professional,city,yes,never,0,m
wmsce,higher,city,yes,sev_a_year,1,f
swepmc,higher,city,yes,never,1,m
ewspcm,professional,city,yes,sev_a_year,1,f
wespc,professional,city,yes,sev_a_year,1,m
wemsc,professional,city,yes,sev_a_year,1,f
pwmscbde,professional,city,yes,sev_a_year,1,f
ewsc,general,city,yes,never,1,f
ewpmcbds,general,city,yes,sev_a_year,1,f
wscepm,higher,city,yes,sev_a_year,1,m
wspmce,professional,city,yes,sev_a_year,0,m
wpmces,higher,city,yes,sev_a_year,1,m
wspmce,higher,city,yes,never,1,f
swmce,general,village,yes,sev_a_year,0,f
mcewspbd,professional,village,no,never,0,m
wespcmb,professional,village,yes,never,1,m
swepcmb,general,village,yes,min_once_a_month,0,f
cmswe,professional,village,no,never,1,f
ewcs,general,village,yes,never,0,f
ews,general,village,yes,never,1,m
ewmsc,general,village,yes,sev_a_year,0,f
wemsc,professional,city,yes,never,1,f
swemc,professional,city,yes,never,0,f
wesmc,general,city,yes,min_once_a_month,0,m
sewmc,professional,city,yes,sev_a_year,0,f
ewmsc,professional,city,yes,never,1,f
mswce,higher,city,yes,sev_a_year,1,m
wemscd,professional,city,yes,never,0,m
sewmc,professional,city,yes,sev_a_year,0,f
wemsc,general,city,yes,never,0,f
ewmcs,general,city,no,never,1,m
wmdpcbse,higher,city,yes,sev_a_year,1,f
ewscpm,professional,city,yes,never,0,m
wmcsde,higher,city,yes,never,1,f
wsmcepd,higher,city,yes,sev_a_year,0,f
ewsmc,professional,city,yes,never,1,m
wemcsd,professional,city,yes,never,1,f
we,higher,city,yes,never,1,m
wespcm,professional,city,yes,never,0,m
wsemc,professional,city,yes,sev_a_year,0,f
wsme,professional,city,yes,never,0,m
wpsecb,higher,city,yes,never,1,f
ewmsc,professional,city,yes,never,1,f
semwcpb,professional,city,yes,never,0,f
ewmcds,professional,city,yes,never,0,m
wesmc,general,city,yes,never,0,f
ewsmcp,professional,city,yes,sev_a_year,0,f
spwmce,professional,city,yes,sev_a_year,1,m
wmsec,professional,city,yes,min_once_a_month,0,f
pmswced,higher,city,yes,never,1,m
swpemc,professional,city,yes,never,0,f
wsemc,higher,city,yes,sev_a_year,1,f
wemcsd,general,city,yes,never,0,m
sew,higher,city,yes,sev_a_year,0,f
wsemcdp,higher,city,yes,sev_a_year,0,m
ewmcs,professional,city,yes,never,1,f
ewspc,higher,city,yes,min_once_a_month,1,f
smcew,professional,city,yes,never,0,f
ewsmc,general,city,yes,min_once_a_month,0,f
wesmc,professional,city,yes,min_once_a_month,0,f
wemsc,professional,city,yes,sev_a_year,0,f
wmsce,professional,city,yes,min_once_a_month,0,f
ewmsc,professional,city,yes,min_once_a_month,1,f
wesmcd,professional,city,yes,never,1,f
wscep,general,city,yes,sev_a_year,1,f
sewmc,professional,city,yes,sev_a_year,0,f
swemc,professional,city,yes,never,1,f
wemsc,professional,city,yes,sev_a_year,1,f
swcep,higher,city,no,sev_a_year,1,f
wscme,professional,city,yes,min_once_a_month,0,f
mcdwse,higher,city,yes,min_once_a_month,1,f
wemsc,professional,city,yes,sev_a_year,1,m
swemc,professional,city,yes,never,0,m
wsmec,professional,city,yes,sev_a_week,0,m
wmsce,professional,city,yes,never,1,m
ewmsc,professional,city,yes,never,1,f
ewmsc,professional,city,yes,min_once_a_month,0,f
wmsec,general,city,yes,sev_a_year,0,f
ewmcs,general,city,yes,never,0,f
wesmc,professional,city,yes,sev_a_year,0,m
wmces,general,city,yes,never,0,m
ewsmpcb,general,city,yes,never,0,f
ewmcs,professional,city,yes,sev_a_year,0,m
swmce,professional,city,yes,never,0,f
swemc,professional,city,yes,never,0,f
ews,professional,city,yes,sev_a_year,0,f
wme,professional,city,yes,sev_a_year,1,m
swmce,professional,city,yes,sev_a_year,0,m
ewmc,professional,city,yes,never,1,m
ewscpm,professional,city,yes,never,0,m
sewmc,higher,city,yes,sev_a_year,1,m
wmces,professional,city,yes,sev_a_year,0,m
ewspcm,professional,city,no,never,1,m
sewmcd,professional,city,yes,sev_a_year,1,f
sewmcdpb,professional,city,yes,sev_a_year,0,f
wscme,higher,city,yes,never,1,f
ewspmcb,professional,city,yes,sev_a_year,1,f
wmsce,higher,city,yes,sev_a_year,0,f
swemc,higher,city,yes,sev_a_year,1,f
wsemp,professional,city,yes,never,1,f
mscew,professional,city,yes,sev_a_year,1,f
wpsmceb,professional,city,yes,never,0,f
wemsc,professional,city,yes,sev_a_year,1,f
wemcs,general,city,yes,never,0,m
emswd,professional,city,yes,sev_a_year,1,m
ewmcs,professional,city,yes,never,0,m
ewmsc,higher,city,yes,min_once_a_month,1,f
wemcsd,general,city,yes,never,0,m
wsemcd,higher,city,yes,sev_a_year,0,f
wsmec,higher,city,yes,sev_a_year,0,m
ewmcds,professional,city,yes,sev_a_year,0,f
